the_geom,other_names_1,cartodb_georef_status,iu_archives_number,latitude,longitude,purl,image_url,archive_date,description_from_notebook,description_from_slide_mount,image_note,slide_condition,city_and_state,geocoordinates,personal_names_1,corporate_names_1,cartodb_id,genre_1,genre_2,topical_subject_headings_1,topical_subject_headings_2,topical_subject_headings_3,topical_subject_headings_4,topical_subject_headings_5,topical_subject_headings_6,topical_subject_headings_7,topical_subject_headings_8,topical_subject_headings_9,topical_subject_headings_10,topical_subject_headings_11,topical_subject_headings_12,other_1,date
0101000020E610000036D7C697BB785BC0723447567E6B3F40,Sacramento Pit,FALSE,5521,31.4198965,-109.8864498,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05521,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05521.jpg,"Jan. 4, 1952",Sacramento Pit at Bisbee.,"Sacramento Pit - famous open copper mine at Bisbee, Ariz.",,,"Bisbee, Arizona","31.4198965, -109.886449760609",,Phelps Dodge Corporation,237,Views,,Mining,Copper mining,Railroad tracks,Cliffs,Mountains,Rocks,,,,,,,"Sacramento Hill (Bisbee, Ariz.)",1952-01-04 00:00:00+00
0101000020E610000036D7C697BB785BC0723447567E6B3F40,Sacramento Pit,FALSE,5522,31.4198965,-109.8864498,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05522,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05522.jpg,"Jan. 4, 1952",Sacramento Pit at Bisbee.,"Looking down into Sacramento Pit of Phelps-Dodge Corp.  Bisbee, Ariz.",,,"Bisbee, Arizona","31.4198965, -109.886449760609",,Phelps Dodge Corporation,238,Views,,Mining,Copper mining,Railroad tracks,Cliffs,Mountains,,,,,,,,"Sacramento Hill (Bisbee, Ariz.)",1952-01-04 00:00:00+00
0101000020E6100000F8D0F4C8553A5DC08737C6A9311F4140,,FALSE,7476,34.2437031,-116.9114859,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07476,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07476.jpg,"Oct. 11, 1954",View up Feather river near Big Bend.,View up Feather river canyon just below Big Bend.,,,"Big Bend, California","34.2437031, -116.9114859",,Western Pacific Railroad Company,183,Landscape photographs,,Hills,Canyons,Rivers,Trees,Shrubs,Railroads,Rocks,Rapids,,,,,Feather River (Calif.),1954-10-11 00:00:00+00
0101000020E6100000C23060C9553A5DC08737C6A9311F4140,,FALSE,7479,34.2437031,-116.911486,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07479,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07479.jpg,"Oct. 11, 1954",Down into Feather river canyon from pt. just above Big Bend.,"Looking down into Feather river canyon from point just above Big Bend, in Butte county.California.",,mask.,"Big Bend, California","34.2437031, -116.9114860",,,184,Landscape photographs,,Canyons,Trees,Rivers,Rapids,Roads,,,,,,,,Feather River (Calif.),1954-10-11 00:00:00+00
0101000020E610000040E0DCBAF6E755C0626E522C12F04440,,FALSE,2369,41.8755546,-87.6244342,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02369,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02369.jpg,"Aug. 2, 1941",A very haughty  Aerialista.,An Aerialista readies herself.,,,"Chicago, Illinois","41.8755546, -87.6244342",,Ringling Brothers Barnum and Bailey Combined Shows,553,Identification photographs,Snapshots,Facilities,Women,Aerialists,,,,,,,,,,,1941-08-02 00:00:00+00
0101000020E610000036D7C697BB785BC0723447567E6B3F40,,FALSE,5515,31.4198965,-109.8864498,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05515,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05515.jpg,"Jan. 4, 1952",Bisbee from vicinity of Copper Queen.,Head of Brewery Gulch - Bisbee.,,,"Bisbee, Arizona","31.4198965, -109.886449760609",,"Copper Queen Hotel (Bisbee, Ariz.)",231,Architectural photographs,,Brewing industry,Men,Stairways,Windows,Buildings,Doors & doorways,Columns,Lintels,Signs (Notices),Electric lines,,,Brewery Gulch (Ariz.),1952-01-04 00:00:00+00
0101000020E61000006D09AF13CDCE5DC08E5C37A5BC204340,,FALSE,7330,38.255757,-119.2312669,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07330,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07330.jpg,"Sep. 16, 1954",Sheep below.(19-20-21 were taken less than mile north of Conway Summit),"Sheep below US Hwy 395, 9 miles south of Bridgeport.Mono county, California.",,,"Bridgeport, California","38.255757, -119.2312669",,,298,Identification photographs,,Trees,Shrubs,Grasses,Sheep,Grazing,Mountains,Hills,,,,,,Conway Summit (Calif.),1954-09-16 00:00:00+00
0101000020E6100000C23060C9553A5DC08737C6A9311F4140,,FALSE,5754,34.2437031,-116.911486,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05754,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05754.jpg,"Feb. 25, 1952",Snow & rocks from Rim Drive to Big Bear6000 ft. up,Snow and rocks 6000 ft. up in San Bernardino Mtns.,,,"Big Bear Lake, California","34.2437031, -116.9114860",,,176,Landscape photographs,,Rocks,Boulders,Electric lines,Trees,Snow,Mountains,,,,,,,San Bernardino Mountains (Calif.),1952-02-25 00:00:00+00
0101000020E610000084A0A355AD735EC0E884D04197224240,,FALSE,5809,36.270241,-121.8074545,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05809,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05809.jpg,"Mar. 2, 1952",Coast with breakers - Cal,"The Pacific coast between San Simeon and Big Sur, Calif.",,,"Big Sur, California","36.270241, -121.8074545",,,203,Seascapes,,Seas,Cliffs,Beaches,Shrubs,Coastlines,Rock formations,Oceans,,,,,,Pacific Coast (Calif.),1952-03-02 00:00:00+00
0101000020E6100000ECAF0DCB553A5DC08737C6A9311F4140,,FALSE,8151,34.2437031,-116.9114864,http://purl.dlib.indiana.edu/iudl/archives/cushman/P08151,http://webapp1.dlib.indiana.edu/collections/cushman/full/P08151.jpg,"Jun. 19, 1955",Rapids seen from the canyon [66326 mi],"Rapids in Feather river seen from top of Canyon-near Big Bend in Butte county, California",,,"Big Bend, California","34.2437031, -116.9114864",,,188,Landscape photographs,,Bridges,Dirt roads,Rivers,Trees,Shrubs,Rocks,Rapids,,,,,,Feather River (Calif.),1955-06-19 00:00:00+00
0101000020E6100000C5701A4751F656C0AAF9E06BBEBA3F40,,FALSE,5323,31.7294681,-91.8487108,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05323,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05323.jpg,"Dec. 16, 1951","An arm of the bayou, showing waste of the landscape.-Levee road-Catahoula to Breaux Bridge","An arm of the bayou between Catahoula and Breaux Bridge, La.",,,"Catahoula, Louisiana","31.7294681, -91.8487108",,,371,Landscape photographs,,Bayous,Trees,Reflections,Shrubs,,,,,,,,,Breaux Bridge (La.),1951-12-16 00:00:00+00
0101000020E6100000D97FF854296156C0BC6F213427A74240,,FALSE,4414,37.3058839,-89.5181477,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04414,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04414.jpg,16570,White brick house in Cape Girardeau | Cape Girar house,"Cape Girardeau, Mo.",,,"Cape Girardeau, Missouri","37.3058839, -89.5181477",,,347,Architectural photographs,,Houses,Windows,Shutters,Tree limbs,Shrubs,Flowers,,,,,,,Brick houses,1949-05-14 00:00:00+00
0101000020E6100000A3DF6355296156C0BC6F213427A74240,,FALSE,4415,37.3058839,-89.5181478,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04415,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04415.jpg,16570,Civil War statue + Court House. - Cape Girardeau | Civ War Stat & C.H. = C.G.,Cape GirardeauCivil War Stat. + Court House,,,"Cape Girardeau, Missouri","37.3058839, -89.5181478",,,348,Architectural photographs,,Trees,Shrubs,Sculpture,Towers,Spires,Arches,Roofs,Walkways,Fountains,Shadows,Benches,Courthouses,,1949-05-14 00:00:00+00
0101000020E61000006E3FCF55296156C0BC6F213427A74240,,FALSE,4416,37.3058839,-89.5181479,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04416,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04416.jpg,16570,view of Mississippi from Court House Cape Girardeau | From CH to Miss - C.G.,"Mississipi river fromCourt House hill -Cape Girardeau, Mo.",,,"Cape Girardeau, Missouri","37.3058839, -89.5181479",,,349,Cityscape photographs,,Rivers,Trees,Electric lines,Automobiles,Streets,People,Bicycles & tricycles,Street lights,Sidewalks,Shadows,Buildings,,Mississippi River,1949-05-14 00:00:00+00
0101000020E6100000E71D02A23B0756C04FE0E70995EE4440,,FALSE,4345,41.8639233,-88.1130147,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04345,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04345.jpg,16558,Red bud - Arb. W. | Redbud - Arb W -,Red BudArb. W,,,"Wheaton, Illinois","41.8639233, -88.1130147",,Morton Arboretum,5060,Identification photographs,,Botanical gardens,Trees,Flowers,Redbuds,,,,,,,,,,1949-05-02 00:00:00+00
0101000020E6100000BD8E3864037753C01045DCF703A54340,,FALSE,2057,39.2891836,-77.859582,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02057,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02057.jpg,"Sep. 16, 1940 - Sep. 23, 1940","Cows trail across a green hillside. Shenandoah Valley, W. Va.","In Shenandoah Valley near Charles Town, W. Va. Mid- September 1940",,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Charles Town, West Virginia","39.2891836, -77.859582",,,385,Landscape photographs,,Cotton,Grazing,Croplands,Hills,Houses,Cows,,,,,,,Shenandoah River Valley (Va. and W. Va.),1940-09-16 00:00:00+00
0101000020E6100000A54C6A68037753C01045DCF703A54340,,FALSE,2058,39.2891836,-77.859583,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02058,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02058.jpg,"Sep. 16, 1940 - Sep. 23, 1940","Flowery terrace. Negro district, Charles Town.","Colored section. Charles Town, W.Va.",,,"Charles Town, West Virginia","39.2891836, -77.859583",,,386,Cityscape photographs,,Houses,Flowers,Gardens,,,,,,,,,,,1940-09-16 00:00:00+00
0101000020E61000007C04A337011456C0EA5509BBCDEC4440,,FALSE,4621,41.8500284,-88.3125743,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04621,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04621.jpg,"Nov. 6, 1949",(Double Exposure)= Larch at Arboretum + view inside old Fabian estate near Batavia | Larch Fabian Estate - Fox river,Larch at Arb. E,,,"Batavia, Illinois","41.8500284, -88.3125743",,"Fabian Estate (Batavia, Ill.)",131,Identification photographs,,Larch trees,Botanical gardens,Facilities,Larch trees,,,,,,,,,,1949-11-06 00:00:00+00
0101000020E6100000B76FFFDBF6E755C0626E522C12F04440,,FALSE,2663,41.8755546,-87.6244421,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02663,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02663.jpg,Sep. 1942,Michaelson house.  East 58th St.,Michaelson houseEast 58 St. Chgolate Sept.,,,"Chicago, Illinois","41.8755546, -87.6244421",,"Michaelson House (Chicago, Ill.)",632,Architectural photographs,,Houses,Vines,Trees,,Lampposts,Walls,,Walkways,Shadows,,,,,1942-09-01 00:00:00+00
0101000020E610000075C8CD70037753C01045DCF703A54340,,FALSE,2088,39.2891836,-77.859585,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02088,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02088.jpg,"Sep. 27, 1940",Lower Shenandoah valley from W. Va. border,"Shenandoah Valley from Blue Ridge Mtns. southeast of Charles Town, W. VA.",,"masked. Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Charles Town, West Virginia","39.2891836, -77.859585",,,388,Landscape photographs,Panoramic views,Ferns,Croplands,Trees,Valleys,Dwellings,Shrubs,,,,,,,Blue Ridge Mountains,1940-09-27 00:00:00+00
0101000020E6100000F6C734C13C935DC0348463963D954240,,FALSE,7399,37.165942,-118.3005832,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07399,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07399.jpg,"Sep. 18, 1954",Same peak - with pool + pine.,"view S.W. from road near Glacier Lodge, west of Big Pine.Inyo co. - California.",Pyramidal peak,,"Big Pine, California","37.165942, -118.300583173317",,,193,Landscape photographs,,Mountains,Trees,Shrubs,Lakes & ponds,Reflections,Bodies of water,,,,,,,Sierra Nevada (Calif. and Nev.),1954-09-18 00:00:00+00
0101000020E61000008D90CBC9553A5DC08737C6A9311F4140,,FALSE,5755,34.2437031,-116.9114861,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05755,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05755.jpg,"Feb. 25, 1952",View east from Lake View Pt.,A glimpse of Big Bear Lake from Lake View Pt. 7000 ft. up on Rim-of-World Drive - San Bernardino mtns.,,,"Big Bear Lake, California","34.2437031, -116.9114861",,,177,Landscape photographs,,Mountains,Trees,Snow,Lakes & ponds,,,,,,,,,San Bernardino Mountains (Calif.),1952-02-25 00:00:00+00
0101000020E61000002250A2CA553A5DC08737C6A9311F4140,,FALSE,5757,34.2437031,-116.9114863,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05757,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05757.jpg,"Feb. 25, 1952",Mt San Bernardino ?  from another pt.,from Rim of World Drive near Big Bear lake elevation 7000 ft. +a view of Mount San Bernardino,"From another pt. on, or near Rim Dr.",,"Big Bear Lake, California","34.2437031, -116.9114863",,,179,Landscape photographs,,Trees,Mountains,Snow,,,,,,,,,,San Bernardino Mountains (Calif.),1952-02-25 00:00:00+00
0101000020E6100000ECAF0DCB553A5DC08737C6A9311F4140,,FALSE,5758,34.2437031,-116.9114864,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05758,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05758.jpg,"Feb. 25, 1952",Big Bear Lake from Dam,Big Bear Lake,,,"Big Bear Lake, California","34.2437031, -116.9114864",,,180,Landscape photographs,,Rocks,Boulders,Dams,Lakes & ponds,Trees,Snow,Mountains,,,,,,"Big Bear Lake (San Bernardino County, Calif. : Lake)",1952-02-25 00:00:00+00
0101000020E6100000B60F79CB553A5DC08737C6A9311F4140,,FALSE,5759,34.2437031,-116.9114865,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05759,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05759.jpg,"Feb. 25, 1952",Mt. San Bernardino ? From Rim Drive 7000 + elev.,Another view of Mt. San from Rim-of-World Drive at over 7000 ft.,,,"Big Bear Lake, California","34.2437031, -116.9114865",,,181,Landscape photographs,,Trees,Mountains,Snow,,,,,,,,,,San Bernardino Mountains (Calif.),1952-02-25 00:00:00+00
0101000020E61000006054F76D2DFC53C02A25BA1DD0644040,,FALSE,1622,32.7876012,-79.9402728,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01622,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01622.jpg,12904,"39-P-31=in Charleston, S.C.","39-P-31=Charleston, S.C.",,black & white .,"Charleston, South Carolina","32.7876012, -79.9402728",,,390,Architectural photographs,,Columns,Lampposts,Streets,Balconies,Buildings,Windows,Railings,,,,,,,1939-05-01 00:00:00+00
0101000020E6100000F6C734C13C935DC0348463963D954240,,FALSE,7404,37.165942,-118.3005832,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07404,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07404.jpg,"Sep. 18, 1954",Tumbled rocks in dry river bed.,Tumbled rocks in dry creek bed along road from Glacier Lodge to Big Pine.Inyo co. - California.,,,"Big Pine, California","37.165942, -118.300583173317",,Glacier Lodge (Calif.),196,Landscape photographs,,Rocks,Trees,Shrubs,Deserts,,,,,,,,,,1954-09-18 00:00:00+00
0101000020E6100000F6C734C13C935DC0348463963D954240,,FALSE,7408,37.165942,-118.3005832,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07408,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07408.jpg,"Sep. 18, 1954",To show sawteeth - 13 mi. north of Independence. - desert showing lava rock.,Lava rock in Owens Valley below high Sierra Nevada between Big Pine and Independence.Inyo county.,,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Big Pine, California","37.165942, -118.300583173317",,,200,Landscape photographs,,Mountains,Shrubs,Rocks,Deserts,,,,,,,,,,1954-09-18 00:00:00+00
0101000020E6100000E844CC36011456C0EA5509BBCDEC4440,,FALSE,4593,41.8500284,-88.3125741,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04593,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04593.jpg,"Oct. 12, 1949","Yellow-leaved maples along a street in Batavia, Ill. | Maples along a Batavia st.","Maples along a Batavia, Ill. Street",,,"Batavia, Illinois","41.8500284, -88.3125741",,,129,Identification photographs,,Maples,Leaves,Trees,Shadows,,,,,,,,,,1949-10-12 00:00:00+00
0101000020E610000047640E38011456C0EA5509BBCDEC4440,,FALSE,4622,41.8500284,-88.3125744,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04622,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04622.jpg,"Nov. 8, 1949",Blue smoke of burning leaves on grounds of old Fabian Estate- nr. Batavia. | Fox river Bonfire - Fabian Estate,Burning leaves on Fabian estateFox river,,,"Batavia, Illinois","41.8500284, -88.3125744",,"Fabian Estate (Batavia, Ill.)",132,,,Trees,Smoke,Fire,Leaves,Shadows,Facilities,,,,,,,,1949-11-08 00:00:00+00
0101000020E61000007DD00E13E8605AC0FF4DDEB6A5E64340,,FALSE,6362,39.8019322,-105.5141647,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06362,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06362.jpg,"Oct. 31, 1952",Henry Peeck.,"A bit of the past of Central City, Colo.",,,"Central City, Colorado","39.8019322, -105.5141647",,"Henry Peeck (Central City, Colo.)",382,Architectural photographs,,Abandoned buildings,Building deterioration,Stables,Railings,Mining,Utility poles,Retaining walls,Cliffs,Hills,Signs (Notices),Dirt roads,Fraternal organizations,,1952-10-31 00:00:00+00
0101000020E61000002AD2B30FE8605AC0FF4DDEB6A5E64340,,FALSE,6353,39.8019322,-105.5141639,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06353,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06353.jpg,"Oct. 31, 1952",Central City from west height (8572 el).,"Central City, Colo.  Elev. 8572 ft.Central City, Colo. from the west, elevation - 8572 ft.",,,"Central City, Colorado","39.8019322, -105.5141639",,,374,Views,,Streets,Automobiles,Cities & towns,Retaining walls,Trees,Shrubs,Utility poles,Electric lines,Hills,Mountains,Houses,Fences,,1952-10-31 00:00:00+00
0101000020E6100000B4D4303237B853C06AD2B71677714540,,FALSE,2413,42.8864468,-78.8783689,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02413,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02413.jpg,"Sep. 12, 1941",Buffalo's skyline from Coast Guard point.,"Buffalo, N.Y.Noon",,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Buffalo, New York","42.8864468, -78.8783689",,Monarch Elevator,312,Cityscape photographs,,Waterfronts,Buildings,Tugboats,Rivers,Skyscrapers,Buildings,,,,,,,Buffalo River (N.Y.),1941-09-12 00:00:00+00
0101000020E6100000F6C734C13C935DC0348463963D954240,,FALSE,7403,37.165942,-118.3005832,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07403,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07403.jpg,"Sep. 18, 1954",Looking SW up Glacier Lodge road at 1020 am DST.,Looking S.W. up Glacier Lodge road from Big Pine toward Middle Palisade - one of the high Sierras.California.,,,"Big Pine, California","37.165942, -118.300583173317",,Glacier Lodge (Calif.),195,Landscape photographs,,Mountains,Shrubs,Deserts,,,,,,,,,,Middle Palisade Glacier (Calif.),1954-09-18 00:00:00+00
